VP1	VP2	V1	V9	V13	V10	V3	V5	V4	V12	V11	V2	V6	V14	V7	V15	V8	V16	Taxonomy IDs	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	MS/MS count	Protein IDs	Majority protein IDs	Protein names	Gene names	id	Fasta headers
176750	129060	189230	198900	208170	188510	219570	187820	220740	210470	204010	232120	213230	208570	227440	210930	262050	199110	-1	1	1	1	14.3	14.3	14.3	7.3325	0.0012005	3.2114	4	P17665	P17665	Cytochrome c oxidase subunit 7C, mitochondrial	Cox7c	1076	sp|P17665|COX7C_MOUSE Cytochrome c oxidase subunit 7C, mitochondrial OS=Mus musculus OX=10090 GN=Cox7c PE=1 SV=1
4374300	2467300	3978100	3679000	3700500	4624900	4557100	3571300	4503900	3975500	4066400	4153100	4016900	3907900	4383500	3674200	4847600	3716800	-1	53	53	49	51.4	51.4	48.9	102.3	0	323.31	175	P17710-3;P17710-4;P17710;P17710-2;O08528;Q3TRM8	P17710-3;P17710-4;P17710;P17710-2	Hexokinase-1	Hk1	1077	sp|P17710-3|HXK1_MOUSE Isoform HK1 of Hexokinase-1 OS=Mus musculus OX=10090 GN=Hk1;sp|P17710-4|HXK1_MOUSE Isoform HK1-SC of Hexokinase-1 OS=Mus musculus OX=10090 GN=Hk1;sp|P17710|HXK1_MOUSE Hexokinase-1 OS=Mus musculus OX=10090 GN=Hk1 PE=1 SV=3;sp|P17710-2
2350300	1564000	2588700	2520900	2465600	2770400	2999200	2362800	2883900	2655200	2377900	2920900	2743200	2726000	2806200	2597800	3160700	2564500	-1	12	12	12	74.4	74.4	74.4	17.971	0	300.82	191	P17742	P17742	Peptidyl-prolyl cis-trans isomerase A;Peptidyl-prolyl cis-trans isomerase A, N-terminally processed	Ppia	1078	sp|P17742|PPIA_MOUSE Peptidyl-prolyl cis-trans isomerase A OS=Mus musculus OX=10090 GN=Ppia PE=1 SV=2
7048400	4231200	6605800	6383200	6861600	7562900	7838300	6513900	7543600	7059300	6277600	7162500	7217500	6732500	7050100	7166600	7997600	6415600	-1	16	16	16	85.5	85.5	85.5	26.712	0	323.31	147	P17751;P17751-2	P17751;P17751-2	Triosephosphate isomerase	Tpi1	1079	sp|P17751|TPIS_MOUSE Triosephosphate isomerase OS=Mus musculus OX=10090 GN=Tpi1 PE=1 SV=5;sp|P17751-2|TPIS_MOUSE Isoform 2 of Triosephosphate isomerase OS=Mus musculus OX=10090 GN=Tpi1
77276	45816	53389	72896	68258	59248	62809	61590	74761	76381	68021	93281	70461	94023	74460	116900	92907	90226	-1	5	5	5	8.9	8.9	8.9	53.984	0	44.394	5	P17809	P17809	Solute carrier family 2, facilitated glucose transporter member 1	Slc2a1	1080	sp|P17809|GTR1_MOUSE Solute carrier family 2, facilitated glucose transporter member 1 OS=Mus musculus OX=10090 GN=Slc2a1 PE=1 SV=4
1019900	677490	1024600	935890	1004900	1073900	1228400	967490	1433100	1000700	1030200	1054100	1229900	1131400	1439200	1046200	1178500	1259500	-1	23	16	1	47	35.8	4.4	70.175	0	146.95	30	P17879	P17879	Heat shock 70 kDa protein 1B	Hspa1b	1081	sp|P17879|HS71B_MOUSE Heat shock 70 kDa protein 1B OS=Mus musculus OX=10090 GN=Hspa1b PE=1 SV=3
44276	29045	46497	45880	47138	47638	49586	42412	53570	43348	45245	52857	49801	48833	50778	61778	54339	44097	-1	2	2	2	8.8	8.8	8.8	28.785	0.00014476	5.3278	4	P17918	P17918	Proliferating cell nuclear antigen	Pcna	1082	sp|P17918|PCNA_MOUSE Proliferating cell nuclear antigen OS=Mus musculus OX=10090 GN=Pcna PE=1 SV=2
456220	258770	448220	378700	385380	427230	461940	403840	410260	384510	393840	453660	454330	434900	400070	438310	510540	394520	-1	21	21	20	26.6	26.6	26.6	89.956	0	85.364	19	P18052-2;P18052	P18052-2;P18052	Receptor-type tyrosine-protein phosphatase alpha	Ptpra	1083	sp|P18052-2|PTPRA_MOUSE Isoform 2 of Receptor-type tyrosine-protein phosphatase alpha OS=Mus musculus OX=10090 GN=Ptpra;sp|P18052|PTPRA_MOUSE Receptor-type tyrosine-protein phosphatase alpha OS=Mus musculus OX=10090 GN=Ptpra PE=1 SV=3
8401500	5038000	7112500	7028800	7128700	7186500	8372100	6802700	7921000	7665300	6637600	8697900	7744000	7226600	8071600	8250200	8769800	7716600	-1	15	15	15	38	38	38	44.953	0	81.129	46	P18242	P18242	Cathepsin D	Ctsd	1084	sp|P18242|CATD_MOUSE Cathepsin D OS=Mus musculus OX=10090 GN=Ctsd PE=1 SV=1
1225100	806590	1480600	1317000	1522600	1235700	1515800	1340200	1521200	1233800	1296300	1471700	1410100	1432900	1270100	1375100	1432800	1142300	-1	9	9	9	32.2	32.2	32.2	29.674	0	69.757	24	P18572-2;P18572	P18572-2;P18572	Basigin	Bsg	1085	sp|P18572-2|BASI_MOUSE Isoform 2 of Basigin OS=Mus musculus OX=10090 GN=Bsg;sp|P18572|BASI_MOUSE Basigin OS=Mus musculus OX=10090 GN=Bsg PE=1 SV=2
41303	31176	48512	48493	45506	44316	54224	42090	54673	42165	45791	51881	49178	44856	49117	57651	56779	52129	-1	7	7	7	11.6	11.6	11.6	71.855	0	28.665	6	P18581;P18581-2	P18581;P18581-2	Cationic amino acid transporter 2	Slc7a2	1086	sp|P18581|CTR2_MOUSE Cationic amino acid transporter 2 OS=Mus musculus OX=10090 GN=Slc7a2 PE=1 SV=3;sp|P18581-2|CTR2_MOUSE Isoform 2 of Cationic amino acid transporter 2 OS=Mus musculus OX=10090 GN=Slc7a2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1	2	2	2	34.4	34.4	34.4	10.152	0	117.94	0	P18608	P18608	Non-histone chromosomal protein HMG-14	Hmgn1	1087	sp|P18608|HMGN1_MOUSE Non-histone chromosomal protein HMG-14 OS=Mus musculus OX=10090 GN=Hmgn1 PE=1 SV=2
91162	58498	75918	71063	73099	76534	87603	66780	83308	80559	70913	96823	77586	81842	92249	303690	100200	86695	-1	13	7	7	24.3	13.4	13.4	81.594	0	26.423	10	P18653	P18653	Ribosomal protein S6 kinase alpha-1	Rps6ka1	1088	sp|P18653|KS6A1_MOUSE Ribosomal protein S6 kinase alpha-1 OS=Mus musculus OX=10090 GN=Rps6ka1 PE=1 SV=1
16907	11901	15070	25344	22650	26307	22264	20698	21171	27013	26557	25769	17869	23988	19142	23233	22637	22483	-1	11	6	6	19.9	10.8	10.8	83.693	0	14.969	4	P18654;Q7TPS0-2;Q7TPS0-3;Q7TPS0	P18654	Ribosomal protein S6 kinase alpha-3	Rps6ka3	1089	sp|P18654|KS6A3_MOUSE Ribosomal protein S6 kinase alpha-3 OS=Mus musculus OX=10090 GN=Rps6ka3 PE=1 SV=2
5181100	4065800	6386500	6302900	6308600	6495500	7792600	5828200	6975200	6311600	5921600	7237700	6782500	6381300	6972300	6081700	7434600	6583900	-1	18	18	16	74.1	74.1	63.3	18.559	0	228.46	85	P18760	P18760	Cofilin-1	Cfl1	1090	sp|P18760|COF1_MOUSE Cofilin-1 OS=Mus musculus OX=10090 GN=Cfl1 PE=1 SV=3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1	1	1	1	2.2	2.2	2.2	46.998	0.00041345	3.8754	0	P18762	P18762	Beta-2 adrenergic receptor	Adrb2	1091	sp|P18762|ADRB2_MOUSE Beta-2 adrenergic receptor OS=Mus musculus OX=10090 GN=Adrb2 PE=1 SV=2
202080	133310	185760	201280	182960	184820	210850	173850	205740	191610	174550	221700	199060	189800	207780	308460	203660	209900	-1	10	10	10	10.2	10.2	10.2	137.15	0	45.059	10	P18826-2;P18826	P18826-2;P18826	Phosphorylase b kinase regulatory subunit alpha, skeletal muscle isoform	Phka1	1092	sp|P18826-2|KPB1_MOUSE Isoform 2 of Phosphorylase b kinase regulatory subunit alpha, skeletal muscle isoform OS=Mus musculus OX=10090 GN=Phka1;sp|P18826|KPB1_MOUSE Phosphorylase b kinase regulatory subunit alpha, skeletal muscle isoform OS=Mus musculus OX=
399.089996337891	335.859985351563	72217	353.519989013672	294.75	NaN	422.970001220703	315.019989013672	700.309997558594	345.290008544922	439.119995117188	526.320007324219	311.179992675781	398.630004882813	1230.90002441406	371	462.279998779297	490	-1	22	1	1	57.3	8.8	8.8	40.084	0	6.4912	8	P18872	P18872	Guanine nucleotide-binding protein G(o) subunit alpha	Gnao1	1093	sp|P18872|GNAO_MOUSE Guanine nucleotide-binding protein G(o) subunit alpha OS=Mus musculus OX=10090 GN=Gnao1 PE=1 SV=3
2893000	1831700	3087400	3119700	3020800	3127300	3687500	3007600	3438300	3155000	3125000	3450200	3264400	3153400	3262100	2626800	3780300	2970200	-1	22	22	0	51.1	51.1	0	40.036	0	323.31	128	P18872-2	P18872-2	Guanine nucleotide-binding protein G(o) subunit alpha	Gnao1	1094	sp|P18872-2|GNAO_MOUSE Isoform Alpha-2 of Guanine nucleotide-binding protein G(o) subunit alpha OS=Mus musculus OX=10090 GN=Gnao1
8072	6085	5986.7001953125	3148	4502.5	2886.5	3707	2731.19995117188	2988.39990234375	2249.39990234375	1847.69995117188	8916.7001953125	5005.60009765625	3736.80004882813	4140.5	80403	4949.7001953125	2509.10009765625	-1	1	1	1	3.5	3.5	3.5	38.661	0.0037381	2.5452	1	P18894	P18894	D-amino-acid oxidase	Dao	1095	sp|P18894|OXDA_MOUSE D-amino-acid oxidase OS=Mus musculus OX=10090 GN=Dao PE=1 SV=3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1	2	2	2	3.8	3.8	3.8	98.193	0	35.868	0	P19091	P19091	Androgen receptor	Ar	1097	sp|P19091|ANDR_MOUSE Androgen receptor OS=Mus musculus OX=10090 GN=Ar PE=1 SV=1
1600400	1068900	1335700	1585700	1458900	1651100	1620600	1503700	1712600	1712500	1408000	1744000	1488700	1739100	1658000	1707400	1707600	1550500	-1	71	71	71	32.6	32.6	32.6	272.43	0	323.31	153	P19096	P19096	Fatty acid synthase;[Acyl-carrier-protein] S-acetyltransferase;[Acyl-carrier-protein] S-malonyltransferase;3-oxoacyl-[acyl-carrier-protein] synthase;3-oxoacyl-[acyl-carrier-protein] reductase;3-hydroxyacyl-[acyl-carrier-protein] dehydratase;Enoyl-[acyl-carrier-protein] reductase;Oleoyl-[acyl-carrier-protein] hydrolase	Fasn	1098	sp|P19096|FAS_MOUSE Fatty acid synthase OS=Mus musculus OX=10090 GN=Fasn PE=1 SV=2
154190	99637	143150	125170	148670	155410	160530	142740	162890	152770	140300	172010	156720	154880	182090	217280	198160	153130	-1	15	15	15	6	6	6	338.14	0	55.7	16	P19137	P19137	Laminin subunit alpha-1	Lama1	1099	sp|P19137|LAMA1_MOUSE Laminin subunit alpha-1 OS=Mus musculus OX=10090 GN=Lama1 PE=1 SV=2
3101800	2064200	2502400	2562500	2617700	3043900	3400700	2382600	3074800	2988100	2381600	3008500	2914600	3015800	3442400	3034900	3459500	2758300	-1	12	12	12	59.5	59.5	59.5	23.609	0	119.2	69	P19157;P46425	P19157;P46425	Glutathione S-transferase P 1;Glutathione S-transferase P 2	Gstp1;Gstp2	1100	sp|P19157|GSTP1_MOUSE Glutathione S-transferase P 1 OS=Mus musculus OX=10090 GN=Gstp1 PE=1 SV=2;sp|P46425|GSTP2_MOUSE Glutathione S-transferase P 2 OS=Mus musculus OX=10090 GN=Gstp2 PE=1 SV=2
521.349975585938	332.230010986328	609.849975585938	449.070007324219	475.029998779297	476.679992675781	1006.09997558594	146.179992675781	403.779998779297	816.299987792969	NaN	597.549987792969	NaN	658.679992675781	394.579986572266	606.489990234375	NaN	329.549987792969	-1	1	1	1	4.9	4.9	4.9	49.935	0.00028035	4.3249	1	P19182	P19182	Interferon-related developmental regulator 1	Ifrd1	1101	sp|P19182|IFRD1_MOUSE Interferon-related developmental regulator 1 OS=Mus musculus OX=10090 GN=Ifrd1 PE=1 SV=2
33826	20087	83059	24914	37875	36645	32990	11625	26207	30535	22829	28512	31013	37133	40830	38540	32893	32378	-1	3	3	3	7.1	7.1	7.1	70.268	0	10.088	3	P19221	P19221	Prothrombin;Activation peptide fragment 1;Activation peptide fragment 2;Thrombin light chain;Thrombin heavy chain	F2	1102	sp|P19221|THRB_MOUSE Prothrombin OS=Mus musculus OX=10090 GN=F2 PE=1 SV=1
1473700	962830	978790	1279800	1300200	1064600	1136500	988790	1076900	1212100	635960	1180500	1206200	1233800	1569900	3533000	1316000	1252400	-1	79	79	76	59.4	59.4	56.7	116.99	0	323.31	58	P19246	P19246	Neurofilament heavy polypeptide	Nefh	1103	sp|P19246|NFH_MOUSE Neurofilament heavy polypeptide OS=Mus musculus OX=10090 GN=Nefh PE=1 SV=3
269830	135930	252150	241900	227630	230260	256440	252640	233040	231030	226280	266310	216410	242900	233920	162780	256440	209810	-1	6	6	6	30	30	30	23.464	0	40.196	12	P19253	P19253	60S ribosomal protein L13a	Rpl13a	1104	sp|P19253|RL13A_MOUSE 60S ribosomal protein L13a OS=Mus musculus OX=10090 GN=Rpl13a PE=1 SV=4
190060	130320	183970	197240	190830	203710	211340	192290	238530	183840	176920	234030	193080	207240	225700	252910	244630	155830	-1	2	2	2	10.8	10.8	10.8	19.686	0.00028413	4.7711	2	P19258	P19258	Protein Mpv17	Mpv17	1105	sp|P19258|MPV17_MOUSE Protein Mpv17 OS=Mus musculus OX=10090 GN=Mpv17 PE=1 SV=1
140170	95051	166310	134050	153850	194970	163820	138540	186090	155210	152270	186440	169510	177640	204580	254960	168660	184250	-1	7	7	7	19.2	19.2	19.2	46.533	0	38.133	8	P19324	P19324	Serpin H1	Serpinh1	1106	sp|P19324|SERPH_MOUSE Serpin H1 OS=Mus musculus OX=10090 GN=Serpinh1 PE=1 SV=3
1037.19995117188	686	1162.09997558594	1541.69995117188	1077.80004882813	889.950012207031	596.559997558594	633.489990234375	1194.19995117188	1438.59997558594	203.940002441406	781.840026855469	983.309997558594	766.130004882813	951.150024414063	511.690002441406	1100.30004882813	1003.90002441406	-1	4	4	4	16.1	16.1	16.1	41.483	0	21.995	2	P19426-2;P19426	P19426-2;P19426	Negative elongation factor E	Nelfe	1107	sp|P19426-2|NELFE_MOUSE Isoform 2 of Negative elongation factor E OS=Mus musculus OX=10090 GN=Nelfe;sp|P19426|NELFE_MOUSE Negative elongation factor E OS=Mus musculus OX=10090 GN=Nelfe PE=1 SV=2
2407600	1646000	2370900	2679200	2523700	2568600	2860300	2375000	2872300	2616200	2432100	2903600	2280300	2596000	2549400	2871400	2941700	2394300	-1	9	9	9	58.6	58.6	58.6	13.813	0	36.073	125	P19536	P19536	Cytochrome c oxidase subunit 5B, mitochondrial	Cox5b	1108	sp|P19536|COX5B_MOUSE Cytochrome c oxidase subunit 5B, mitochondrial OS=Mus musculus OX=10090 GN=Cox5b PE=1 SV=1
934250	649490	1001600	966340	996690	1015600	1150700	870860	1148700	963830	943970	1143700	1067900	1021900	1072800	1090400	1223000	993150	-1	11	11	11	59.2	59.2	59.2	19.53	0	188.85	106	P19783	P19783	Cytochrome c oxidase subunit 4 isoform 1, mitochondrial	Cox4i1	1109	sp|P19783|COX41_MOUSE Cytochrome c oxidase subunit 4 isoform 1, mitochondrial OS=Mus musculus OX=10090 GN=Cox4i1 PE=1 SV=2
1188.5	302.570007324219	750.669982910156	940.469970703125	678.440002441406	818.880004882813	783.960021972656	213.080001831055	819.830017089844	752.909973144531	303.200012207031	519.890014648438	649.239990234375	644.169982910156	262.940002441406	291.239990234375	725.97998046875	398.570007324219	-1	5	5	5	20.7	20.7	20.7	36.548	0	106.68	3	P19973-2;P19973	P19973-2;P19973	Lymphocyte-specific protein 1	Lsp1	1110	sp|P19973-2|LSP1_MOUSE Isoform 2 of Lymphocyte-specific protein 1 OS=Mus musculus OX=10090 GN=Lsp1;sp|P19973|LSP1_MOUSE Lymphocyte-specific protein 1 OS=Mus musculus OX=10090 GN=Lsp1 PE=1 SV=2
2388400	1474400	2319200	2196800	2294100	2436200	2611800	2258600	2654900	2199600	2041800	2582600	2535000	2449700	2698200	2883300	2685400	2178800	-1	36	33	33	51.8	50.7	50.7	72.421	0	323.31	110	P20029	P20029	78 kDa glucose-regulated protein	Hspa5	1111	sp|P20029|BIP_MOUSE Endoplasmic reticulum chaperone BiP OS=Mus musculus OX=10090 GN=Hspa5 PE=1 SV=3
608300	391380	630290	649640	653370	602160	765100	589730	718330	576010	613420	702790	680770	660640	649380	432450	689760	552580	-1	13	13	13	20.9	20.9	20.9	61.115	0	50.698	26	P20060	P20060	Beta-hexosaminidase subunit beta	Hexb	1112	sp|P20060|HEXB_MOUSE Beta-hexosaminidase subunit beta OS=Mus musculus OX=10090 GN=Hexb PE=1 SV=2
296390	260350	414770	395070	408690	463850	524590	370910	516740	406090	400870	419470	427570	438000	517870	317890	483650	360310	-1	10	10	7	90.9	90.9	86.4	5.0526	0	323.31	33	P20065-2;P20065	P20065-2;P20065	Thymosin beta-4;Hematopoietic system regulatory peptide	Tmsb4x	1113	sp|P20065-2|TYB4_MOUSE Isoform Short of Thymosin beta-4 OS=Mus musculus OX=10090 GN=Tmsb4x;sp|P20065|TYB4_MOUSE Thymosin beta-4 OS=Mus musculus OX=10090 GN=Tmsb4x PE=1 SV=1
4019100	2508200	3653200	3598300	3618000	4244600	4135800	3359800	4244500	3673400	3566400	4124700	3805400	3743700	4365400	4538400	4540800	3995000	-1	10	10	10	43.2	43.2	43.2	28.127	0	114.83	35	P20108	P20108	Thioredoxin-dependent peroxide reductase, mitochondrial	Prdx3	1114	sp|P20108|PRDX3_MOUSE Thioredoxin-dependent peroxide reductase, mitochondrial OS=Mus musculus OX=10090 GN=Prdx3 PE=1 SV=1
245880	168610	266570	208670	207820	263680	236670	200460	336090	286270	352110	261080	256200	294580	363190	484510	327190	231770	-1	33	31	27	61.2	57.7	51.1	53.687	0	288.02	50	P20152	P20152	Vimentin	Vim	1115	sp|P20152|VIME_MOUSE Vimentin OS=Mus musculus OX=10090 GN=Vim PE=1 SV=3
83797	65563	106270	104700	111230	108310	120920	93477	122180	104260	95035	122360	118030	99133	124320	126360	115610	113720	-1	6	6	6	17.7	17.7	17.7	32.935	0	61.854	7	P20352	P20352	Tissue factor	F3	1116	sp|P20352|TF_MOUSE Tissue factor OS=Mus musculus OX=10090 GN=F3 PE=1 SV=2
2261400	1709300	2864400	2859500	2680400	3292500	3375600	2742000	3068700	2885500	2593700	3284400	3099500	2613200	3065300	2238100	3312500	2876600	-1	135	135	135	67.5	67.5	67.5	199.13	0	323.31	268	P20357	P20357	Microtubule-associated protein 2	Map2	1117	sp|P20357|MTAP2_MOUSE Microtubule-associated protein 2 OS=Mus musculus OX=10090 GN=Map2 PE=1 SV=2
756010	334610	517830	547740	515500	520510	611000	532460	764180	576440	668780	606330	526580	615560	568770	413640	767880	464540	-1	22	14	14	30.1	19.3	19.3	76.851	0	157.01	24	P20444	P20444	Protein kinase C alpha type	Prkca	1118	sp|P20444|KPCA_MOUSE Protein kinase C alpha type OS=Mus musculus OX=10090 GN=Prkca PE=1 SV=3
7235.2998046875	5925.7998046875	8376.2998046875	8530.7001953125	6856.7998046875	7610.7998046875	9041.7001953125	7354.60009765625	8972.900390625	7372.7998046875	6403.10009765625	8998.2998046875	7114.89990234375	7255.89990234375	8731.400390625	6910.2001953125	6758.39990234375	8488	-1	2	2	2	23.3	23.3	23.3	9.6523	0.00028121	4.4173	2	P20491	P20491	High affinity immunoglobulin epsilon receptor subunit gamma	Fcer1g	1119	sp|P20491|FCERG_MOUSE High affinity immunoglobulin epsilon receptor subunit gamma OS=Mus musculus OX=10090 GN=Fcer1g PE=1 SV=1
883700	573730	919090	983610	1037000	889200	1071200	833510	867540	848280	574890	908260	1045600	1077200	989860	1204600	972800	850710	-1	16	16	4	30.8	30.8	8	69.387	0	323.31	28	P20917	P20917	Myelin-associated glycoprotein	Mag	1121	sp|P20917|MAG_MOUSE Myelin-associated glycoprotein OS=Mus musculus OX=10090 GN=Mag PE=1 SV=3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1	13	1	1	26.5	1.9	1.9	64.267	0.004977	2.3817	0	P20917-2	P20917-2	Myelin-associated glycoprotein	Mag	1122	sp|P20917-2|MAG_MOUSE Isoform S-MAG of Myelin-associated glycoprotein OS=Mus musculus OX=10090 GN=Mag
132030	91398	337060	85172	140750	144720	118510	41824	94115	96520	74238	86738	110270	131250	153500	133150	114530	130390	-1	14	14	14	23.5	23.5	23.5	90.807	0	60.542	20	P20918;CON__P06868	P20918	Plasminogen;Plasmin heavy chain A;Activation peptide;Angiostatin;Plasmin heavy chain A, short form;Plasmin light chain B	Plg	1123	sp|P20918|PLMN_MOUSE Plasminogen OS=Mus musculus OX=10090 GN=Plg PE=1 SV=3
68231	43289	65537	68019	50055	52402	62371	62666	79976	62086	53250	68289	66554	70444	61646	98075	53680	43336	-1	1	1	1	8.5	8.5	8.5	24.087	0	37.009	1	P20934	P20934	Protein EVI2A	Evi2a	1124	sp|P20934|EVI2A_MOUSE Protein EVI2A OS=Mus musculus OX=10090 GN=Evi2a PE=1 SV=2
2606300	1508900	2536500	2590800	2357900	2282200	2887300	2515900	2752300	2620300	2243300	2832500	2429800	2384100	2408300	2272800	3144900	2795300	-1	26	8	7	59.6	18.9	18.9	32.994	0	33.796	13	P21107	P21107	Tropomyosin alpha-3 chain	Tpm3	1125	sp|P21107|TPM3_MOUSE Tropomyosin alpha-3 chain OS=Mus musculus OX=10090 GN=Tpm3 PE=1 SV=3
1022100	777840	1092100	1160900	1084800	1238200	1266500	1051600	1192900	1133800	1052800	1166900	1080900	1067500	1216000	1030000	1273600	1049700	-1	27	27	11	66.5	66.5	29	29.02	0	295.67	63	P21107-2	P21107-2	Tropomyosin alpha-3 chain	Tpm3	1126	sp|P21107-2|TPM3_MOUSE Isoform 2 of Tropomyosin alpha-3 chain OS=Mus musculus OX=10090 GN=Tpm3
253340	166870	257100	246610	254500	265440	302040	249050	288980	261710	250030	282700	259890	263480	262450	273440	309010	253470	-1	5	5	5	28	28	28	17.8	0	20.109	10	P21126	P21126	Ubiquitin-like protein 4A	Ubl4a	1127	sp|P21126|UBL4A_MOUSE Ubiquitin-like protein 4A OS=Mus musculus OX=10090 GN=Ubl4a PE=1 SV=1
4184.60009765625	3483.19995117188	5688	4951.60009765625	5218.10009765625	6044	6110	5030	5814.10009765625	5053.39990234375	3840.80004882813	6760.39990234375	5394.60009765625	5617	5341.10009765625	5153.2001953125	6416.7998046875	6000.2998046875	-1	1	1	1	6.8	6.8	6.8	28.123	0.0065475	2.1936	1	P21237;P21237-2	P21237;P21237-2	Brain-derived neurotrophic factor	Bdnf	1128	sp|P21237|BDNF_MOUSE Brain-derived neurotrophic factor OS=Mus musculus OX=10090 GN=Bdnf PE=1 SV=1;sp|P21237-2|BDNF_MOUSE Isoform 2 of Brain-derived neurotrophic factor OS=Mus musculus OX=10090 GN=Bdnf
30485	23107	27293	28257	17726	40340	33474	27111	39529	26918	30581	36214	29583	29314	34602	22263	47780	36007	-1	5	1	1	2.8	0.6	0.6	210.57	0.00054622	3.6802	1	P21271;P21271-3	P21271;P21271-3	Unconventional myosin-Vb	Myo5b	1129	sp|P21271|MYO5B_MOUSE Unconventional myosin-Vb OS=Mus musculus OX=10090 GN=Myo5b PE=1 SV=2;sp|P21271-3|MYO5B_MOUSE Isoform 3 of Unconventional myosin-Vb OS=Mus musculus OX=10090 GN=Myo5b
299860	203740	332340	309000	296040	341820	347100	308330	325040	292110	302010	337090	319540	313010	340470	275320	399690	305300	-1	13	8	8	36.5	24	24	42.024	0	78.842	17	P21278	P21278	Guanine nucleotide-binding protein subunit alpha-11	Gna11	1130	sp|P21278|GNA11_MOUSE Guanine nucleotide-binding protein subunit alpha-11 OS=Mus musculus OX=10090 GN=Gna11 PE=1 SV=1
1439900	932750	1441500	1413200	1437200	1532700	1692000	1404500	1601700	1388200	1348200	1571100	1630700	1542200	1523700	1720600	1623400	1377200	-1	15	15	10	43.5	43.5	30.9	42.158	0	89.656	30	P21279	P21279	Guanine nucleotide-binding protein G(q) subunit alpha	Gnaq	1131	sp|P21279|GNAQ_MOUSE Guanine nucleotide-binding protein G(q) subunit alpha OS=Mus musculus OX=10090 GN=Gnaq PE=1 SV=4
331220	221100	336060	307390	332710	336850	382420	267990	384840	336880	326770	335040	342520	324110	450900	474280	406520	407400	-1	4	4	3	11.4	11.4	9.2	35.988	0	12.923	7	P21300	P21300	Aldose reductase-related protein 1	Akr1b7	1132	sp|P21300|ALD1_MOUSE Aldo-keto reductase family 1 member B7 OS=Mus musculus OX=10090 GN=Akr1b7 PE=1 SV=4
285710	191030	308870	300750	303730	324730	353620	280040	354630	297640	298560	384850	330690	322440	342200	378530	380050	311090	-1	16	16	15	15.1	15.1	14.5	140.64	0	64.009	19	P21447;P06795;P21440	P21447	Multidrug resistance protein 1A	Abcb1a	1133	sp|P21447|MDR1A_MOUSE ATP-dependent translocase ABCB1 OS=Mus musculus OX=10090 GN=Abcb1a PE=1 SV=3
1672100	983370	1235700	1543200	1376100	1266300	1680100	1303300	1619900	1437100	1306600	1695000	1337200	1526200	1715700	992120	1748300	1415100	-1	5	5	5	42.1	42.1	42.1	15.531	0	40.972	24	P21460	P21460	Cystatin-C	Cst3	1134	sp|P21460|CYTC_MOUSE Cystatin-C OS=Mus musculus OX=10090 GN=Cst3 PE=1 SV=2
26321	19571	40024	14004	16114	13337	14009	14414	18649	20687	16579	14647	44126	9089.099609375	23332	46311	24765	15321	-1	7	1	1	21.7	3	3	47.024	0.00014819	6.1708	2	P21550	P21550	Beta-enolase	Eno3	1135	sp|P21550|ENOB_MOUSE Beta-enolase OS=Mus musculus OX=10090 GN=Eno3 PE=1 SV=3
393750	283630	985660	255700	429850	390460	392490	133710	261240	297880	230140	273230	333560	450570	444260	402890	337480	368710	-1	17	17	17	47.7	47.7	47.7	53.6	0	122.62	26	P21614	P21614	Vitamin D-binding protein	Gc	1136	sp|P21614|VTDB_MOUSE Vitamin D-binding protein OS=Mus musculus OX=10090 GN=Gc PE=1 SV=2
1001400	754330	980100	949950	961970	1134400	1131400	852920	1357000	1140000	1078000	1155800	1048600	1062100	1326400	1854400	1335100	1127300	-1	34	29	29	60.2	53	53	67.317	0	193.96	37	P21619;P21619-2	P21619;P21619-2	Lamin-B2	Lmnb2	1137	sp|P21619|LMNB2_MOUSE Lamin-B2 OS=Mus musculus OX=10090 GN=Lmnb2 PE=1 SV=2;sp|P21619-2|LMNB2_MOUSE Isoform B3 of Lamin-B2 OS=Mus musculus OX=10090 GN=Lmnb2
159830	99548	176640	182350	160230	188010	199760	165470	177490	171850	166630	212420	185230	172960	187040	117990	210970	173200	-1	12	12	12	23.9	23.9	23.9	70.785	0	125.37	16	P21661	P21661	Neuroendocrine convertase 2	Pcsk2	1138	sp|P21661|NEC2_MOUSE Neuroendocrine convertase 2 OS=Mus musculus OX=10090 GN=Pcsk2 PE=1 SV=1
80816	59953	65441	101940	71934	102510	125840	73589	109580	89194	78126	122860	79334	76539	110190	53074	117530	90555	-1	8	8	8	17.4	17.4	17.4	68.168	0	32.953	11	P21836	P21836	Acetylcholinesterase	Ache	1140	sp|P21836|ACES_MOUSE Acetylcholinesterase OS=Mus musculus OX=10090 GN=Ache PE=1 SV=1
